user_id,segment_name,kmeans_segment,auto_segment,tenure_days,recency_days,value_proxy,true_cancellation_rate,discount_sensitivity,bundling_ratio,avg_nights_stayed,avg_bags
515953,Deal-Sensitive High-Risk Users,3,0,202.0,77.0,672.3633333333332,0.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666
515974,Deal-Sensitive High-Risk Users,3,3,202.0,71.0,577.6066666666666,0.0,0.0,1.0,11.0,0.0
515985,Deal-Sensitive High-Risk Users,3,0,202.0,57.0,354.08,0.0,0.3333333333333333,1.0,3.333333333333333,0.5
516001,High-Value Frequent Users,2,3,202.0,187.0,153.0,0.0,0.0,,3.0,
516004,Discount-Oriented Bundlers,0,2,202.0,95.0,589.5550000000001,0.0,0.0,1.0,2.0,0.5
516006,Deal-Sensitive High-Risk Users,3,0,202.0,22.0,387.972,0.0,0.2,1.0,3.4,0.4
516053,Deal-Sensitive High-Risk Users,3,0,202.0,17.0,675.4453333333333,0.0,0.2,0.6,2.666666666666667,0.4
516057,Discount-Oriented Bundlers,0,2,202.0,142.0,838.434,0.25,0.4,0.8,3.25,0.8
516061,Discount-Oriented Bundlers,0,2,202.0,149.0,412.6066666666666,0.0,0.3333333333333333,0.6666666666666666,4.0,0.3333333333333333
516086,High-Value Frequent Users,2,3,202.0,202.0,104.0,0.0,1.0,,18.0,
516089,Deal-Sensitive High-Risk Users,3,0,202.0,33.0,425.34,0.0,0.3333333333333333,1.0,3.0,0.6666666666666666
516092,Discount-Oriented Bundlers,0,2,202.0,78.0,491.52166666666665,0.0,0.25,0.75,1.3333333333333333,1.0
516105,Deal-Sensitive High-Risk Users,3,0,202.0,82.0,436.67,0.0,0.0,1.0,8.0,0.0
516117,Discount-Oriented Bundlers,0,2,202.0,148.0,376.145,0.0,0.0,1.0,4.5,0.5
516118,Discount-Oriented Bundlers,0,3,202.0,134.0,804.55,0.0,0.5,1.0,9.5,0.0
516132,Longer-Stay Law-Value Users,1,1,202.0,13.0,369.9475,0.3333333333333333,0.5,0.25,2.0,0.5
516144,Discount-Oriented Bundlers,0,2,202.0,88.0,590.6016666666667,0.0,0.0,0.75,0.3333333333333333,0.75
516150,High-Value Frequent Users,2,3,202.0,124.0,126.0,0.0,0.0,,20.0,
516152,Discount-Oriented Bundlers,0,2,202.0,133.0,589.6800000000001,0.0,0.0,1.0,2.0,1.0
516176,Deal-Sensitive High-Risk Users,3,0,202.0,14.0,318.18583333333333,0.0,0.0,0.75,5.0,0.25
516177,Deal-Sensitive High-Risk Users,3,0,202.0,49.0,542.6066666666667,0.0,0.0,1.0,4.0,1.0
516178,Discount-Oriented Bundlers,0,2,202.0,99.0,467.83666666666664,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333
516211,Longer-Stay Law-Value Users,1,1,202.0,1.0,2701.946,0.25,0.2,0.4,5.0,0.4
516216,Deal-Sensitive High-Risk Users,3,0,202.0,53.0,489.2275,0.0,0.25,1.0,1.75,0.25
516217,High-Value Frequent Users,2,2,202.0,201.0,509.57,0.0,0.0,0.0,,0.0
516246,Deal-Sensitive High-Risk Users,3,0,202.0,51.0,572.1725,0.0,0.5,1.0,1.75,0.75
516251,Deal-Sensitive High-Risk Users,3,0,202.0,19.0,747.8728571428571,0.0,0.2857142857142857,0.8571428571428571,1.6666666666666667,0.7142857142857142
516269,Deal-Sensitive High-Risk Users,3,0,202.0,15.0,871.085,0.0,0.2,1.0,2.4,0.25
516273,Discount-Oriented Bundlers,0,2,202.0,95.0,554.245,0.0,0.0,1.0,2.0,0.5
516282,Discount-Oriented Bundlers,0,2,202.0,172.0,665.225,0.0,0.0,1.0,1.5,1.5
516283,High-Value High-Cancellation Users,4,4,202.0,86.0,8875.63,0.5,1.0,1.0,9.33333333333333,5.666666666666666
516287,Longer-Stay Law-Value Users,1,1,202.0,100.0,2465.813333333333,0.5,0.3333333333333333,0.3333333333333333,8.0,0.6666666666666666
516290,Deal-Sensitive High-Risk Users,3,0,202.0,75.0,578.6366666666667,0.0,0.0,1.0,4.333333333333333,0.0
516296,Deal-Sensitive High-Risk Users,3,0,202.0,9.0,335.90999999999997,0.0,0.5,1.0,6.0,0.5
516301,Deal-Sensitive High-Risk Users,3,1,202.0,56.0,1877.6,0.2,0.1666666666666666,0.6666666666666666,1.75,0.8333333333333333
516340,High-Value Frequent Users,2,3,202.0,184.0,62.0,0.0,0.0,,6.0,
516351,Deal-Sensitive High-Risk Users,3,0,202.0,54.0,399.17999999999995,0.0,0.0,1.0,3.333333333333333,0.6666666666666666
516368,Longer-Stay Law-Value Users,1,1,202.0,44.0,1200.2,1.0,0.5,0.0,,3.0
516375,Discount-Oriented Bundlers,0,2,202.0,114.0,539.022,0.0,0.6,1.0,2.0,0.4
516418,Deal-Sensitive High-Risk Users,3,0,202.0,50.0,714.4266666666666,0.0,0.3333333333333333,1.0,4.0,0.5
516420,Discount-Oriented Bundlers,0,2,202.0,171.0,806.52,0.0,0.0,1.0,0.5,1.0
516433,High-Value Frequent Users,2,2,202.0,202.0,191.33,0.0,0.0,0.0,,0.0
516456,Deal-Sensitive High-Risk Users,3,0,202.0,24.0,633.4858333333333,0.0,0.25,0.75,0.6666666666666666,0.25
516507,Deal-Sensitive High-Risk Users,3,0,202.0,73.0,619.53,0.0,0.0,1.0,5.0,0.0
516516,Discount-Oriented Bundlers,0,2,202.0,152.0,617.1700000000001,0.0,0.0,1.0,4.0,1.0
516528,Discount-Oriented Bundlers,0,2,202.0,151.0,789.7833333333333,0.0,0.3333333333333333,1.0,4.333333333333333,0.6666666666666666
516543,Discount-Oriented Bundlers,0,2,202.0,202.0,888.12,0.0,0.0,1.0,6.0,1.0
516556,Discount-Oriented Bundlers,0,2,202.0,119.0,554.9100000000001,0.0,0.0,1.0,3.0,0.0
516561,Discount-Oriented Bundlers,0,2,202.0,148.0,352.445,0.0,0.5,1.0,2.0,1.0
516571,Discount-Oriented Bundlers,0,2,202.0,108.0,1772.9983333333332,0.0,0.25,1.0,4.0,0.5
516578,Deal-Sensitive High-Risk Users,3,0,202.0,22.0,574.9925000000001,0.0,0.25,1.0,4.25,0.25
516579,Deal-Sensitive High-Risk Users,3,0,202.0,56.0,559.46,0.0,0.0,1.0,7.75,1.0
516590,Discount-Oriented Bundlers,0,2,202.0,92.0,655.12,0.0,0.5,1.0,2.0,0.0
516593,Discount-Oriented Bundlers,0,3,202.0,100.0,579.1633333333333,0.0,0.3333333333333333,1.0,10.333333333333332,0.6666666666666666
516594,Deal-Sensitive High-Risk Users,3,0,202.0,27.0,612.025,0.0,0.0,1.0,5.0,0.25
516614,Deal-Sensitive High-Risk Users,3,0,202.0,30.0,612.65,0.0,0.25,0.75,4.333333333333333,0.75
516616,Deal-Sensitive High-Risk Users,3,0,202.0,14.0,793.43,0.0,0.3333333333333333,1.0,4.333333333333333,0.75
516639,Deal-Sensitive High-Risk Users,3,0,202.0,60.0,549.402,0.0,0.2,0.4,3.5,1.0
516647,Deal-Sensitive High-Risk Users,3,0,202.0,26.0,480.0525,0.0,0.25,0.75,3.6666666666666665,1.0
516679,Longer-Stay Law-Value Users,1,1,201.0,31.0,1127.3066666666666,0.5,0.6666666666666666,1.0,7.0,0.3333333333333333
516682,Deal-Sensitive High-Risk Users,3,0,201.0,30.0,209.34,0.0,0.3333333333333333,1.0,4.5,1.0
516694,High-Value Frequent Users,2,3,201.0,123.0,466.025,0.0,0.0,0.5,10.0,0.5
516697,High-Value Frequent Users,2,0,201.0,52.0,158.0,0.0,0.0,,5.0,
516704,Deal-Sensitive High-Risk Users,3,0,201.0,12.0,608.7166666666667,0.0,0.25,1.0,4.5,0.3333333333333333
516732,Discount-Oriented Bundlers,0,2,201.0,82.0,429.215,0.0,0.0,1.0,3.333333333333333,0.5
516739,Discount-Oriented Bundlers,0,2,201.0,122.0,523.24,0.0,0.0,1.0,3.0,0.5
516744,High-Value Frequent Users,2,3,201.0,36.0,109.0,0.0,1.0,,7.0,
516763,Discount-Oriented Bundlers,0,2,201.0,200.0,515.08,0.0,0.0,1.0,2.0,1.0
516789,Discount-Oriented Bundlers,0,2,201.0,104.0,1244.92,0.0,0.0,1.0,1.75,0.75
516798,Discount-Oriented Bundlers,0,2,201.0,197.0,1005.81,0.0,0.0,1.0,1.0,1.0
516806,Deal-Sensitive High-Risk Users,3,0,201.0,74.0,578.8819047619047,0.1666666666666666,0.5714285714285714,0.8571428571428571,6.333333333333333,0.7142857142857142
516808,Discount-Oriented Bundlers,0,2,201.0,128.0,710.5533333333333,0.0,0.0,1.0,2.666666666666667,0.3333333333333333
516827,Deal-Sensitive High-Risk Users,3,0,201.0,71.0,448.11,0.0,0.3333333333333333,1.0,5.4,0.75
516833,Discount-Oriented Bundlers,0,2,201.0,106.0,581.6700000000001,0.0,0.6666666666666666,0.6666666666666666,4.0,0.3333333333333333
516841,Discount-Oriented Bundlers,0,2,201.0,194.0,1237.63,0.0,1.0,1.0,3.0,1.0
516862,Deal-Sensitive High-Risk Users,3,0,201.0,34.0,1246.79,0.0,0.0,1.0,9.0,0.0
516933,Deal-Sensitive High-Risk Users,3,0,201.0,28.0,741.7266666666667,0.0,0.0,0.3333333333333333,,0.0
516939,Discount-Oriented Bundlers,0,2,201.0,201.0,196.12,0.0,1.0,1.0,1.0,1.0
516965,Discount-Oriented Bundlers,0,2,201.0,140.0,568.5274999999999,0.0,0.5,1.0,1.75,0.0
516972,Discount-Oriented Bundlers,0,2,201.0,163.0,589.525,0.0,1.0,1.0,2.5,1.0
517033,High-Value Frequent Users,2,3,201.0,109.0,129.0,0.0,1.0,,12.333333333333332,
517061,Deal-Sensitive High-Risk Users,3,0,201.0,39.0,565.5550000000001,0.0,0.1666666666666666,1.0,3.6666666666666665,1.0
517064,Discount-Oriented Bundlers,0,2,201.0,89.0,613.2483333333333,0.0,0.6666666666666666,1.0,1.6666666666666667,0.0
517076,Deal-Sensitive High-Risk Users,3,0,201.0,71.0,613.085,0.0,0.6,1.0,6.8,0.0
517105,Discount-Oriented Bundlers,0,2,201.0,96.0,483.2425,0.0,0.5,0.75,2.666666666666667,0.25
517119,Discount-Oriented Bundlers,0,2,201.0,114.0,366.38,0.0,0.25,1.0,5.5,0.6666666666666666
517131,Longer-Stay Law-Value Users,1,4,201.0,3.0,4034.92,0.3333333333333333,0.25,1.0,6.75,1.0
517142,Deal-Sensitive High-Risk Users,3,0,201.0,51.0,529.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
517143,High-Value Frequent Users,2,3,201.0,121.0,222.0,0.0,0.0,,5.0,
517150,Deal-Sensitive High-Risk Users,3,0,201.0,48.0,618.4483333333333,0.0,0.5,1.0,3.0,0.1666666666666666
517158,Discount-Oriented Bundlers,0,2,201.0,74.0,420.95,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666
517205,Deal-Sensitive High-Risk Users,3,0,201.0,76.0,608.765,0.0,0.0,1.0,3.5,0.5
517212,Deal-Sensitive High-Risk Users,3,0,201.0,22.0,410.03,0.0,0.0,0.8,2.75,0.2
517231,Discount-Oriented Bundlers,0,2,201.0,167.0,812.88,0.0,0.5,1.0,8.5,1.0
517284,Deal-Sensitive High-Risk Users,3,0,201.0,8.0,1486.5066666666667,0.0,0.2,0.75,3.6666666666666665,0.5
517324,High-Value Frequent Users,2,2,201.0,174.0,472.44,0.0,0.0,0.0,,1.0
517330,Discount-Oriented Bundlers,0,2,201.0,200.0,609.35,0.0,0.0,1.0,6.0,1.0
517356,Longer-Stay Law-Value Users,1,0,201.0,45.0,734.5775,0.3333333333333333,0.25,0.5,5.0,0.5
517370,Deal-Sensitive High-Risk Users,3,0,201.0,18.0,543.865,0.0,0.0,1.0,4.333333333333333,1.5
517392,Deal-Sensitive High-Risk Users,3,0,201.0,37.0,790.5816666666667,0.2,0.1666666666666666,0.8333333333333334,2.2,0.5
517393,Discount-Oriented Bundlers,0,2,201.0,200.0,395.55,0.0,0.0,1.0,4.0,0.0
517397,Deal-Sensitive High-Risk Users,3,0,201.0,8.0,497.414,0.0,0.2,1.0,2.4,0.4
517403,Deal-Sensitive High-Risk Users,3,0,201.0,9.0,419.15,0.0,0.25,1.0,3.75,1.0
517415,Discount-Oriented Bundlers,0,2,201.0,201.0,684.54,0.0,0.0,1.0,,0.0
517438,Deal-Sensitive High-Risk Users,3,0,201.0,13.0,582.532,0.0,0.4,1.0,0.8,0.4
517445,Deal-Sensitive High-Risk Users,3,3,201.0,32.0,464.31333333333333,0.0,0.0,1.0,12.333333333333332,1.0
517467,Deal-Sensitive High-Risk Users,3,0,201.0,77.0,525.37,0.0,0.5,1.0,5.0,2.0
517486,Discount-Oriented Bundlers,0,2,201.0,92.0,309.6533333333333,0.0,0.0,1.0,0.6666666666666666,0.0
517491,Deal-Sensitive High-Risk Users,3,0,201.0,32.0,442.78380952380945,0.0,0.0,1.0,3.5714285714285716,0.5
517545,Discount-Oriented Bundlers,0,2,201.0,112.0,491.115,0.0,0.5,0.5,1.0,0.0
517548,Discount-Oriented Bundlers,0,2,201.0,130.0,446.2366666666666,0.0,0.0,0.6666666666666666,1.5,0.6666666666666666
517549,Deal-Sensitive High-Risk Users,3,0,201.0,49.0,668.635,0.0,0.1666666666666666,0.8333333333333334,2.6,0.6666666666666666
517571,Discount-Oriented Bundlers,0,2,201.0,133.0,643.02,0.0,1.0,1.0,2.0,1.0
517579,Deal-Sensitive High-Risk Users,3,0,201.0,11.0,1234.61,0.0,1.0,1.0,2.0,0.0
517581,Deal-Sensitive High-Risk Users,3,0,201.0,21.0,780.1033333333332,0.0,0.0,1.0,4.666666666666666,0.6666666666666666
517596,Deal-Sensitive High-Risk Users,3,0,201.0,50.0,408.82666666666665,0.0,0.0,1.0,4.666666666666666,0.3333333333333333
517633,Discount-Oriented Bundlers,0,2,201.0,135.0,493.87,0.0,0.25,1.0,6.5,0.6666666666666666
517653,Discount-Oriented Bundlers,0,2,201.0,110.0,362.3,0.0,0.5,1.0,1.5,1.0
517674,Deal-Sensitive High-Risk Users,3,0,201.0,66.0,1261.2766666666666,0.0,0.0,0.6666666666666666,1.0,1.6666666666666667
517675,Discount-Oriented Bundlers,0,2,201.0,109.0,413.5275,0.0,0.5,1.0,4.25,1.0
517676,Discount-Oriented Bundlers,0,2,201.0,105.0,968.045,0.0,0.25,0.5,1.0,0.25
517700,Deal-Sensitive High-Risk Users,3,0,201.0,61.0,484.33,0.0,0.0,1.0,2.5,0.75
517715,Discount-Oriented Bundlers,0,2,201.0,96.0,551.1800000000001,0.0,0.0,1.0,5.5,1.0
517732,Discount-Oriented Bundlers,0,2,201.0,152.0,626.55,0.0,0.5,1.0,,0.5
517735,High-Value Frequent Users,2,3,201.0,186.0,652.39,0.0,1.0,0.5,6.0,0.5
517739,Discount-Oriented Bundlers,0,2,201.0,134.0,337.12,0.0,0.0,1.0,5.0,1.0
517743,Discount-Oriented Bundlers,0,2,201.0,106.0,522.96,0.0,0.25,1.0,1.5,0.5
517772,Deal-Sensitive High-Risk Users,3,0,201.0,1.0,917.8866666666665,0.2,0.1666666666666666,1.0,4.666666666666666,0.3333333333333333
517776,Deal-Sensitive High-Risk Users,3,0,201.0,29.0,1581.0299999999997,0.0,0.0,1.0,2.333333333333333,1.0
517787,Deal-Sensitive High-Risk Users,3,1,201.0,45.0,992.82,0.0,0.0,1.0,7.0,2.0
517803,Deal-Sensitive High-Risk Users,3,0,201.0,43.0,646.305,0.0,0.4,1.0,2.4,0.25
517819,Discount-Oriented Bundlers,0,2,201.0,166.0,536.3199999999999,0.0,0.0,1.0,3.0,2.0
517825,Discount-Oriented Bundlers,0,2,201.0,80.0,272.6375,0.0,0.0,1.0,0.75,0.75
517839,Deal-Sensitive High-Risk Users,3,0,201.0,66.0,505.72666666666663,0.0,0.0,0.6666666666666666,2.0,0.3333333333333333
517847,Deal-Sensitive High-Risk Users,3,0,201.0,11.0,362.17333333333335,0.0,0.5,1.0,2.0,0.6666666666666666
517871,Deal-Sensitive High-Risk Users,3,0,201.0,68.0,438.08000000000004,0.0,0.0,1.0,1.0,0.0
517894,Deal-Sensitive High-Risk Users,3,0,201.0,56.0,794.8,0.0,0.0,1.0,4.666666666666666,0.0
517898,Longer-Stay Law-Value Users,1,1,201.0,12.0,363.9366666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
517925,Deal-Sensitive High-Risk Users,3,3,201.0,28.0,929.26,0.0,0.0,1.0,10.0,0.0
517931,Deal-Sensitive High-Risk Users,3,0,201.0,41.0,649.0833333333333,0.0,0.4,1.0,4.6,0.6666666666666666
517961,Longer-Stay Law-Value Users,1,1,201.0,31.0,3744.8475,0.3333333333333333,0.25,1.0,5.0,1.5
517967,Deal-Sensitive High-Risk Users,3,0,201.0,46.0,587.94,0.0,0.0,1.0,3.0,0.0
517968,Deal-Sensitive High-Risk Users,3,0,201.0,51.0,413.81,0.0,0.5,1.0,3.5,0.0
518012,Discount-Oriented Bundlers,0,2,201.0,145.0,369.625,0.0,0.0,1.0,1.5,0.0
518015,Discount-Oriented Bundlers,0,2,201.0,119.0,475.6125,0.0,0.5,1.0,8.0,0.25
518041,High-Value Frequent Users,2,3,201.0,200.0,115.0,0.0,1.0,,4.0,
518044,Discount-Oriented Bundlers,0,2,201.0,109.0,484.705,0.0,0.25,1.0,5.666666666666666,1.0
518074,Discount-Oriented Bundlers,0,2,201.0,123.0,669.43,0.0,0.5,0.5,4.0,0.5
518084,Deal-Sensitive High-Risk Users,3,3,201.0,119.0,1148.89,0.0,1.0,1.0,18.0,1.0
518092,Discount-Oriented Bundlers,0,2,201.0,132.0,529.3399999999999,0.0,0.0,0.6,1.6666666666666667,0.4
518121,Deal-Sensitive High-Risk Users,3,0,201.0,13.0,926.5366666666666,0.0,0.3333333333333333,1.0,2.333333333333333,0.6666666666666666
518127,Discount-Oriented Bundlers,0,2,201.0,84.0,359.9425,0.0,0.5,1.0,3.75,0.25
518135,Discount-Oriented Bundlers,0,1,201.0,116.0,623.0233333333333,0.3333333333333333,0.5,1.0,2.5,0.0
518191,Discount-Oriented Bundlers,0,1,201.0,105.0,222.67583333333332,0.3333333333333333,0.25,0.75,1.3333333333333333,0.75
518196,Discount-Oriented Bundlers,0,2,201.0,132.0,891.42,0.0,0.3333333333333333,1.0,7.5,1.0
518211,Discount-Oriented Bundlers,0,2,201.0,153.0,524.7950000000001,0.0,0.0,1.0,1.5,0.75
518219,Deal-Sensitive High-Risk Users,3,0,201.0,30.0,488.0433333333333,0.0,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333
518281,Deal-Sensitive High-Risk Users,3,0,201.0,68.0,645.1108333333333,0.0,0.25,0.75,2.333333333333333,0.5
518324,Discount-Oriented Bundlers,0,2,201.0,119.0,411.478,0.0,0.2,1.0,0.4,0.4
518334,Discount-Oriented Bundlers,0,2,201.0,174.0,537.38,0.0,0.5,1.0,4.0,1.0
518338,Discount-Oriented Bundlers,0,2,201.0,117.0,369.45666666666665,0.0,0.0,1.0,5.25,0.0
518347,Discount-Oriented Bundlers,0,2,201.0,91.0,509.7633333333333,0.0,0.0,0.75,1.6666666666666667,0.25
518348,Discount-Oriented Bundlers,0,2,201.0,142.0,945.66,0.0,1.0,1.0,2.5,1.0
518372,Deal-Sensitive High-Risk Users,3,0,201.0,51.0,571.22,0.0,0.5,1.0,2.0,0.5
518393,Discount-Oriented Bundlers,0,2,201.0,141.0,589.61,0.0,0.5,1.0,2.0,0.0
518406,Discount-Oriented Bundlers,0,2,201.0,140.0,182.00333333333333,0.0,0.0,1.0,3.0,0.3333333333333333
518416,Deal-Sensitive High-Risk Users,3,0,201.0,13.0,531.6566666666666,0.0,0.3333333333333333,1.0,3.6666666666666665,0.6666666666666666
518422,High-Value Frequent Users,2,2,201.0,196.0,113.0,0.0,0.0,,3.0,
518443,Deal-Sensitive High-Risk Users,3,0,201.0,11.0,810.93,0.0,0.5,1.0,5.5,1.0
518450,Discount-Oriented Bundlers,0,2,201.0,161.0,789.1700000000001,0.0,0.0,1.0,7.0,0.0
518480,Discount-Oriented Bundlers,0,2,201.0,147.0,786.1066666666667,0.0,0.25,1.0,4.0,1.3333333333333333
518495,Discount-Oriented Bundlers,0,3,201.0,145.0,403.6,0.0,0.5,1.0,10.5,1.0
518516,Discount-Oriented Bundlers,0,2,201.0,169.0,455.1433333333333,0.0,0.0,1.0,3.333333333333333,0.6666666666666666
518526,Deal-Sensitive High-Risk Users,3,0,201.0,54.0,671.296,0.0,0.2,1.0,2.6,0.2
518527,Discount-Oriented Bundlers,0,2,201.0,84.0,656.47,0.0,0.4,1.0,2.8,0.2
518533,Discount-Oriented Bundlers,0,2,201.0,173.0,540.2233333333334,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
518535,Discount-Oriented Bundlers,0,2,201.0,119.0,543.3,0.0,0.3333333333333333,1.0,3.5,0.5
518541,Discount-Oriented Bundlers,0,2,201.0,125.0,865.6733333333333,0.0,0.25,0.6666666666666666,5.5,0.6666666666666666
518567,Discount-Oriented Bundlers,0,2,201.0,201.0,275.33000000000004,0.0,0.0,1.0,2.0,1.0
518579,Discount-Oriented Bundlers,0,2,201.0,119.0,605.6700000000001,0.0,0.0,1.0,3.6666666666666665,0.5
518582,Deal-Sensitive High-Risk Users,3,0,201.0,31.0,2000.7333333333331,0.0,0.0,1.0,8.0,0.3333333333333333
518585,Discount-Oriented Bundlers,0,2,201.0,137.0,575.3466666666666,0.0,0.3333333333333333,1.0,2.333333333333333,0.6666666666666666
518612,Discount-Oriented Bundlers,0,2,201.0,119.0,368.5926666666667,0.0,0.3333333333333333,1.0,2.666666666666667,0.6
518629,Discount-Oriented Bundlers,0,2,201.0,142.0,404.14666666666665,0.2,0.1666666666666666,1.0,1.5,0.6666666666666666
518639,Discount-Oriented Bundlers,0,2,200.0,195.0,329.1,0.0,0.0,1.0,,1.0
518642,High-Value Frequent Users,2,3,200.0,115.0,297.0,0.0,0.0,,6.0,
518694,Deal-Sensitive High-Risk Users,3,3,200.0,93.0,965.42,0.0,0.0,1.0,12.0,0.0
518696,High-Value Frequent Users,2,3,200.0,178.0,66.0,0.0,0.0,,6.0,
518711,Discount-Oriented Bundlers,0,2,200.0,140.0,757.9200000000001,0.0,0.0,1.0,2.5,1.0
518716,Deal-Sensitive High-Risk Users,3,3,200.0,23.0,805.5,0.0,0.5,1.0,10.0,1.0
518722,Deal-Sensitive High-Risk Users,3,0,200.0,8.0,413.935,0.0,0.25,0.75,1.3333333333333333,1.0
518726,High-Value Frequent Users,2,2,200.0,200.0,638.91,0.0,0.0,0.0,,0.0
518735,High-Value Frequent Users,2,3,200.0,200.0,238.0,0.0,0.0,,5.0,
518743,Deal-Sensitive High-Risk Users,3,0,200.0,11.0,764.5833333333333,0.0,0.0,1.0,4.0,0.0
518747,Discount-Oriented Bundlers,0,2,200.0,110.0,781.3,0.0,0.5,1.0,2.0,0.5
518751,Deal-Sensitive High-Risk Users,3,0,200.0,18.0,688.39,0.0,0.4,0.6,0.6666666666666666,0.2
518756,Deal-Sensitive High-Risk Users,3,0,200.0,38.0,633.9775,0.3333333333333333,0.25,1.0,2.25,0.25
518826,Discount-Oriented Bundlers,0,2,200.0,198.0,479.37,0.0,0.0,1.0,2.0,0.0
518827,Deal-Sensitive High-Risk Users,3,0,200.0,52.0,818.105,0.0,0.5,1.0,5.0,0.5
518865,Discount-Oriented Bundlers,0,2,200.0,161.0,550.99,0.0,0.0,1.0,2.666666666666667,0.6666666666666666
518866,Discount-Oriented Bundlers,0,2,200.0,136.0,759.6266666666667,0.0,0.0,1.0,2.333333333333333,0.0
518867,Deal-Sensitive High-Risk Users,3,0,200.0,9.0,1059.47,0.0,0.5,1.0,1.5,0.5
518870,Deal-Sensitive High-Risk Users,3,0,200.0,67.0,574.0033333333333,0.0,0.0,1.0,3.333333333333333,0.0
518894,High-Value Frequent Users,2,2,200.0,119.0,401.6066666666666,0.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666
518896,Deal-Sensitive High-Risk Users,3,1,200.0,25.0,1544.4925,0.25,0.2,1.0,13.2,0.75
518907,Deal-Sensitive High-Risk Users,3,0,200.0,18.0,507.04999999999995,0.0,0.2,1.0,3.6,0.6666666666666666
518922,High-Value Frequent Users,2,3,200.0,21.0,304.0,0.0,1.0,,15.0,
518925,High-Value Frequent Users,2,3,200.0,178.0,122.0,0.0,0.0,,8.0,
518954,Discount-Oriented Bundlers,0,2,200.0,150.0,528.2233333333334,0.0,0.3333333333333333,1.0,3.0,0.3333333333333333
518956,Deal-Sensitive High-Risk Users,3,0,200.0,45.0,586.8399999999999,0.0,1.0,1.0,4.0,0.0
518963,Discount-Oriented Bundlers,0,2,200.0,175.0,297.18,0.0,0.0,1.0,2.5,0.0
518971,Discount-Oriented Bundlers,0,2,200.0,156.0,395.65,0.0,0.5,1.0,0.5,0.5
518998,Deal-Sensitive High-Risk Users,3,0,200.0,23.0,478.9433333333333,0.0,0.3333333333333333,1.0,1.0,1.3333333333333333
519014,Deal-Sensitive High-Risk Users,3,3,200.0,19.0,437.51166666666666,0.0,0.25,1.0,10.333333333333332,0.5
519059,Discount-Oriented Bundlers,0,2,200.0,132.0,852.65,0.0,1.0,1.0,2.0,0.5
519079,Discount-Oriented Bundlers,0,2,200.0,94.0,684.6949999999999,0.0,0.4,1.0,5.5,0.5
519089,Discount-Oriented Bundlers,0,2,200.0,108.0,1046.9166666666665,0.0,0.3333333333333333,0.6666666666666666,5.0,1.0
519091,Discount-Oriented Bundlers,0,3,200.0,158.0,1746.2,0.0,0.5,1.0,14.0,1.0
519096,Discount-Oriented Bundlers,0,2,200.0,91.0,367.28999999999996,0.0,1.0,1.0,3.0,0.0
519114,Deal-Sensitive High-Risk Users,3,0,200.0,81.0,584.95,0.0,0.3333333333333333,1.0,5.0,0.3333333333333333
519117,Discount-Oriented Bundlers,0,2,200.0,118.0,461.89,0.0,0.75,1.0,3.75,0.5
519137,Discount-Oriented Bundlers,0,2,200.0,155.0,694.0766666666666,0.0,0.6666666666666666,1.0,2.666666666666667,0.3333333333333333
519140,Deal-Sensitive High-Risk Users,3,0,200.0,38.0,322.52750000000003,0.0,0.0,1.0,2.4,1.0
519171,High-Value Frequent Users,2,3,200.0,89.0,649.89,0.0,0.0,0.5,7.0,0.5
519191,High-Value Frequent Users,2,3,200.0,121.0,68.0,0.0,1.0,,14.0,
519205,Deal-Sensitive High-Risk Users,3,0,200.0,74.0,708.25,0.0,0.5,1.0,1.5,0.5
519210,Deal-Sensitive High-Risk Users,3,0,200.0,86.0,468.6383333333333,0.0,0.0,1.0,7.666666666666665,0.5
519211,Deal-Sensitive High-Risk Users,3,0,200.0,67.0,499.8575,0.0,0.2,1.0,3.4,0.75
519248,Deal-Sensitive High-Risk Users,3,1,200.0,62.0,545.75,0.0,1.0,1.0,9.0,2.0
519254,Deal-Sensitive High-Risk Users,3,0,200.0,30.0,719.5045238095238,0.0,0.1428571428571428,1.0,2.7142857142857144,0.3333333333333333
519260,Deal-Sensitive High-Risk Users,3,0,200.0,17.0,800.0116666666667,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0
519267,Discount-Oriented Bundlers,0,2,200.0,200.0,426.38,0.0,0.0,1.0,1.0,1.0
519285,Discount-Oriented Bundlers,0,2,200.0,78.0,626.5566666666666,0.0,0.0,1.0,3.5,0.3333333333333333
519313,Deal-Sensitive High-Risk Users,3,0,200.0,71.0,708.88,0.0,0.0,1.0,2.0,0.0
519335,High-Value Frequent Users,2,3,200.0,143.0,168.0,0.0,0.0,,4.0,
519348,Discount-Oriented Bundlers,0,2,200.0,154.0,365.49333333333334,0.0,0.3333333333333333,1.0,2.0,0.6666666666666666
519353,High-Value Frequent Users,2,3,200.0,162.0,182.0,0.0,0.0,,6.0,
